,title,desc,link,date,year,month,day,datenoyear,placeQID,placename
221," 7.03.13  - Radio Padania, insulti razzisti e minacce contro due neoparlamentari pd di colore"," 7.03.13  - Radio Padania, insulti razzisti e minacce contro due neoparlamentari pd di colore
La vicenda denunciata dal deputato pd Fiano: “Il governatore Maroni intervenga e condanni quelle espressioni violente”. E il ministro Riccardi segnala l’episodio all’Unar, l’Ufficio antirazzismo di Palazzo Chigi",/antifa/article/3690/radio-padania-insulti-razzisti-e-minacce-contro-due-neoparlamentari-pd-di-colore,2013-03-07,2013,3,7,03-07,-,Varese
222," 22.02.13  - Frosinone, blitz di CasaPound al comizio di chiusura di Ruotolo"," 22.02.13  - Frosinone, blitz di CasaPound al comizio di chiusura di Ruotolo
Hanno fatto irruzione nella sala dell’hotel Cesari dove era in corso l’‘iniziativa elettorale di Rivoluzione Civile. Hanno lanciato volantini con il volto del loro candidato Di Stefano prima di essere allontanati. Denunciati in cinque. Il commento del candidato alle regionali: “Chiediamo che la magistratura colpisca i fascisti” ",/antifa/article/3678/frosinone-blitz-di-casapound-al-comizio-di-chiusura-di-ruotolo,2013-02-22,2013,2,22,02-22,-,Frosinone
223,13.02.13  - Verona Aggressione fascista all'universita: lancio di fumogeni e spray in occasione di un incontro sulle foibe," 13.02.13  - Verona Aggressione fascista all'universita: lancio di fumogeni e spray in occasione di un incontro sulle foibe
I gruppi di Casapound e Forza Nuova si sono compattati e in modo squadrista sono entrati in università muniti di caschi, bastoni,fumogeni e spray al peperoncino al grido di: “merde, merde”, “Tito boia”, “ve copemo tutti”. ",/antifa/article/3670/verona-aggressione-fascista-alluniversita-lancio-di-fumogeni-e-spray-in-occasione-di-un-incontro-sulle-foibe,2013-02-13,2013,2,13,02-13,-,Verona
224," 11.02.13  - Civita Castellana Casa Pound irrompe al comizio di Sandro Ruotolo: insulti, botte e fumogeni"," 11.02.13  - Civita Castellana Casa Pound irrompe al comizio di Sandro Ruotolo: insulti, botte e fumogeni
E’ quanto acccaduto durante un comizio nel Lazio, a Civita Castellana, del giornalista Sandro Ruotolo, candidato di Rivoluzione Civile. ",/antifa/article/3667/civita-castellana-casa-pound-irrompe-al-comizio-di-sandro-ruotolo-insulti-botte-e-fumogeni,2013-02-11,2013,2,11,02-11,-,Civita Castellana
225,9.02.13  - Firenze 2013 Pestati per un diverbio stradale gli aggressori 4 militanti dell'ultra destra," 9.02.13  - Firenze 2013 Pestati per un diverbio stradale gli aggressori 4 militanti dell'ultra destra
Il fatto accaduto nel 2011 ma lunedì il tribunale ha ricostruito dinamiche e responsabilità. Al semaforo di Ponte a Niccheri una famiglia incrociò un’auto con a bordo quattro esponenti delle “Tigri italiane” convinti di aver subito un torto di viabilità. Spinte, schiaffi e pugni al conducente, che ebbe trenta giorni di prognosi, alla moglie e al figlio. E poi minacce: “Vi vogliamo tutti sottoterra” ",/antifa/article/4610/firenze-2013-pestati-per-un-diverbio-stradale-gli-aggressori-4-militanti-dellultra-destra,2013-02-09,2013,2,9,02-09,-,Firenze
226,2.01.13  - Avellino: aggressione fascista ad un 14enne," 2.01.13  - Avellino: aggressione fascista ad un 14enne
Un giovane nel pomeriggio di sabato è stato aggredito da un militante di Forza Nuova ad Avellino. Secondo quanto appreso il giovane si sarebbe seduto di fronte al gazebo dei neofascisti e uno degli attivisti l’avrebbe aggredito.",/antifa/article/3610/avellino-aggressione-fascista-ad-un-14enne,2013-01-02,2013,1,2,01-02,-,Avellino
227,27.12.12  - Lucca: sotto silenzio o quasi la gravissima aggressione al partigiano Lilio Giannecchini," 27.12.12  - Lucca: sotto silenzio o quasi la gravissima aggressione al partigiano Lilio Giannecchini
Apprendo dal forum “resistere” che un vecchio partigiano lucchese giace in condizioni critiche dopo una brutale aggressione l’altra notte a Lucca. Si tratta di Lilio Giannecchini, già presidente dell’Istitutoi storico della resistenza.",/antifa/article/3605/lucca-sotto-silenzio-o-quasi-la-gravissima-aggressione-al-partigiano-lilio-giannecchini,2012-12-27,2012,12,27,12-27,Q13373,Lucca
228,17.12.12  - Bologna: “Minacce fasciste ad uno studente del Fermi”," 17.12.12  - Bologna: “Minacce fasciste ad uno studente del Fermi”
“Due uomini hanno fermato un ragazzo di 15 anni e lo hanno minacciato”. Lo riferisce il Collettivo del liceo di via Mazzini, che si trova non lontano dalla sede aperta da CasaPound in via Malvolta.",/antifa/article/3594/bolognaminacce-fasciste-ad-uno-studente-del-fermi8221,2012-12-17,2012,12,17,12-17,-,Bologna
229,2.12.12  - Accoltellato un compagno a Milano," 2.12.12  - Accoltellato un compagno a Milano
La vittima è stata ricoverata al San Paolo, non è in condizioni gravi, ha riconosciuto gli aggressori che apparterrebbero a gruppo di estrema destra. Tensione in città",/antifa/article/3571/accoltellato-un-compagno-a-milano,2012-12-02,2012,12,2,12-02,-,Milano
230,28.11.12  - Parma:  Aggressione fascista davanti al Bodoni," 28.11.12  - Parma:  Aggressione fascista davanti al Bodoni 
Martedì 20 novembre un compagno antifascista, è stato aggredito fuori dall’Istituto tecnico commerciale Bodoni da cinque fascisti di Casapound.",/antifa/article/3554/parma--aggressione-fascista-davanti-al-bodoni-,2012-11-28,2012,11,28,11-28,-,Parma
231,23.11.12  - Roma: Raid antisemita nel pub: due ultrà romanisti arrestati," 23.11.12  - Roma: Raid antisemita nel pub: due ultrà romanisti arrestati
Nel raid che, anche secondo la polizia, avrebbe forti connotazioni razziste e antisemite, anche un californiano e un venditore ambulante bengalese, sono stati feriti dai teppisti. Alcuni testimoni hanno riferito di cori al grido di «ebrei» durante l’assalto. Gli investigatori, indagano in ambienti ultrà a 360 gradi e anche in ambienti dell’antisemitismo collegato al tifo calcistico.",/antifa/article/3550/roma-raid-antisemita-nel-pub-due-ultr-romanisti-arrestati,2012-11-23,2012,11,23,11-23,-,Roma
232," 21.11.12  -  Trento: In 300 in piazza per manifestare contro le ""aggressioni fasciste"""," 21.11.12  -  Trento: In 300 in piazza per manifestare contro le ""aggressioni fasciste""
Circa 300 persone sono scese in piazza per i ragazzi di sociologia che sarebbero stati aggrediti con spranghe e tirapugni da 20 – 30 simpatizzanti di Casa Pound a volto coperto",/antifa/article/3546/-trento-in-300-in-piazza-per-manifestare-contro-le-aggressioni-fasciste,2012-11-21,2012,11,21,11-21,-,Trento
233,12.11.12  - Abruzzo. Ronde notturne a caccia di immigrati," 12.11.12  - Abruzzo. Ronde notturne a caccia di immigrati
Spedizioni punitive nelle campagne abruzzesi contro i braccianti stranieri che lavorano nella zona. Sospetti sul figlio del sindaco di Luco dei Marsi riconosciuto dalle vittime",/antifa/article/3530/abruzzo-ronde-notturne-a-caccia-di-immigrati,2012-11-12,2012,11,12,11-12,-,Luco dei Marsi
234," 11.11.12  - Aggredirono giovane sul lago di Garda, arrestati 4 militanti di estrema destra"," 11.11.12  - Aggredirono giovane sul lago di Garda, arrestati 4 militanti di estrema destra
A luglio la vittima aveva riportato fratture e lesioni. Il movente del pestaggio un regolamento di conti all’interno dello stesso gruppo
Intergrazione",/antifa/article/3472/aggredirono-giovane-sul-lago-di-garda-arrestati-4-militanti-di-estrema-destra,2012-11-11,2012,11,11,11-11,-,Verona
235,8.11.12  - Bari - Aggressione fascista e resistenza," 8.11.12  - Bari - Aggressione fascista e resistenza
Una squadraccia arriva nel vicolo Manfredi ed inizia a menare botte all’impazzata. Qualcuno si difende, poche altre intervengonoa fermare quel massacro. Questi, incredibilmente alla stessa stregua di “quegli altri”, sono stati fermati per quasi 12 ore in questura.",/antifa/article/3517/bari---aggressione-fascista-e-resistenza,2012-11-08,2012,11,8,11-08,-,Bari
236,8.11.12  - Università. Aggressione a lettere e filosofia a Tor Vergata," 8.11.12  - Università. Aggressione a lettere e filosofia a Tor Vergata 
“Lo studente del collettivo- hanno sottolineato i ragazzi- al momento dell’aggressione era solo, ed è stato provocato inizialmente a parole e poi preso a schiaffi nel bar della facoltà, accerchiato e chiuso ad un angolo inizialmente da quattro persone, diventate 10 in un secondo momento.",/antifa/article/3516/universit224-aggressione-a-lettere-e-filosofia-a-tor-vergata-,2012-11-08,2012,11,8,11-08,-,Roma
237," 8.11.12  - Firenze, aggressione in pieno centro ""Picchiati perché siamo gay"""," 8.11.12  - Firenze, aggressione in pieno centro ""Picchiati perché siamo gay""
Due ragazzi hanno denunciato di essere stati malmenati in via de’Vecchietti, a Firenze, da un gruppo di giovani italiani. “Ci hanno insultato e poi preso a pugni, non è stata una rapina” ",/antifa/article/3515/firenze-aggressione-in-pieno-centro-picchiati-perch233-siamo-gay,2012-11-08,2012,11,8,11-08,-,Firenze
238," 30.10.12  - Roma, studente picchiato da un fascista"," 30.10.12  - Roma, studente picchiato da un fascista
Ennesima aggressione in una scuola di Roma, il liceo Tasso. Uno studente è stato aggredito da un ragazzo, conosciuto per essere vicino a Forza Nuova. ",/antifa/article/3493/roma-studente-picchiato-da-un-fascista,2012-10-30,2012,10,30,10-30,-,Roma
239,25.10.12  - Napoli. Uds denunciano: aggrediti dai fascisti," 25.10.12  - Napoli. Uds denunciano: aggrediti dai fascisti
... un gruppo di studenti militanti dell’Unione degli Studenti di Napoli. I giovani erano in piazza quando sono stati avvicinati da un gruppo di individui armati di caschi e di catene. Uno degli aggrediti è stato colpito con un colpo di casco alla testa ",/antifa/article/3469/napoli-uds-denunciano-aggrediti-dai-fascisti,2012-10-25,2012,10,25,10-25,-,Napoli
240,15.10.12  - Treviso - Agguato al Bastione da parte della estrema destra: studenti pestati," 15.10.12  - Treviso - Agguato al Bastione da parte della estrema destra: studenti pestati
una decina di forza nuovisti trevigiani hanno aggredito un ragazzo lanciandogli vigliaccamente un sampietrino mentre era girato di spalle (...). Il ragazzo è stato ferito all’orecchio mentre l’intervento degli altri occupanti ha permesso di respingere i fascisti.",/antifa/article/3470/treviso---agguato-al-bastione-da-parte-della-estrema-destra-studenti-pestati,2012-10-15,2012,10,15,10-15,-,Treviso
241,2.10.12  - Parma: Pestata da un autista Tep," 2.10.12  - Parma: Pestata da un autista Tep

Una signora di origine marocchina con cittadinanza italiana racconta di essere stata vittima di un’aggressione a sfondo razzista su un autobus sabato sera.",/antifa/article/3428/parma-pestata-da-un-autista-tep,2012-10-02,2012,10,2,10-02,-,Parma
242," 24.09.12  - Piacenza:Slogan di estrema destra e insulti, rissa al torneo antirazzista sul Facsal "," 24.09.12  - Piacenza:Slogan di estrema destra e insulti, rissa al torneo antirazzista sul Facsal 
Si intitolava “Diamo un calcio al razzismo” e invece sembra che l’intolleranza l’abbia fatta da padrone nel pomeriggio sul Facsal. Il torneo di calcetto è stato infatti rovinato da un gruppo di facinorosi, inneggianti slogan di estrema destra, i quali sono arrivati durante la finale.
Secondo le testimonianze, almeno cinque gli aggressori,appartenenti alle frange di estrema destra piacentina.",/antifa/article/3413/piacenzaslogan-di-estrema-destra-e-insulti-rissa-al-torneo-antirazzista-sul-facsal-,2012-09-24,2012,9,24,09-24,-,Piacenza
243," 12.09.12  - Talenti, aggressione neofascista: 4 feriti Liceali colpiti con caschi e pugni Raid di un gruppo di destra. "," 12.09.12  - Talenti, aggressione neofascista: 4 feriti Liceali colpiti con caschi e pugni Raid di un gruppo di destra. 
I giovani pestati: «Erano in venti, di CasaPound e del Blocco Studentesco».",/antifa/article/3398/talenti-aggressione-neofascista-4-feriti-liceali-colpiti-con-caschi-e-pugni-raid-di-un-gruppo-di-destra-,2012-09-12,2012,9,12,09-12,-,Talenti
244,8.09.12  - Parma: Fascisti minacciano il Comitato Antifascista Montanara," 8.09.12  - Parma: Fascisti minacciano il Comitato Antifascista Montanara
Questa due fascisti, Mossini e Sebastian, appartenenti a Casapound hanno aspettato sotto casa e minacciato Simone Baroni, giovane antifascista, appartenente al Comitato Antifascista Montanara",/antifa/article/3394/parma-fascisti-minacciano-il-comitato-antifascista-montanara,2012-09-08,2012,9,8,09-08,-,Parma
245,30.08.12  - Pavia: aggredito perchè indossa una maglietta antifascista," 30.08.12  - Pavia: aggredito perchè indossa una maglietta antifascista
Una tranquilla serata fra amici è stata bruscamente interrotta dalla violenza di cinque fascisti, che si permettono di decidere cosa si può indossare e cosa no in una città come Pavia. È accaduto martedì scorso, 28 agosto, in pieno centro, verso mezzanotte e mezza.",/antifa/article/3391/pavia-aggredito-perch-indossa-una-maglietta-antifascista,2012-08-30,2012,8,30,08-30,Q6259,Pavia
246,30.08.12  - Ascoli Piceno. Un ragazzo rischia un occhio," 30.08.12  - Ascoli Piceno. Un ragazzo rischia un occhio
... intorno alle 2:45 della notte tra venerdì 10 e sabato 11 agosto, quando un gruppetto di una decina di ragazzi con le maglie di Casa Pound si è scagliato contro altri giovani che si stavano divertendo nel locale.",/antifa/article/3390/ascoli-piceno-un-ragazzo-rischia-un-occhio,2012-08-30,2012,8,30,08-30,-,Ascoli Piceno
247,14.07.12  - Cremona: tentato assalto al csa Dordoni," 14.07.12  - Cremona: tentato assalto al csa Dordoni 
Nella notte tra venerdì 13 e sabato 14 luglio, due auto con a bordo otto fascisti armati, hanno tentato di assaltare il CSA Gastone Dordoni. Comunicato",/antifa/article/3377/cremona-tentato-assalto-al-csa-dordoni-,2012-07-14,2012,7,14,07-14,-,Cremona
248," 14.07.12  - Viterbo, aggressione CasaPound contro il direttore del Futurista"," 14.07.12  - Viterbo, aggressione CasaPound contro il direttore del Futurista
Un’aggressione fascista in piena regola. Vittima Filippo Rossi, direttore del quotidiano on line “Il Futurista”, preso a calci e pugni da una squadraccia di Casapound che attorno all’una di questa notte ha fatto irruzione all’interno del quartier generale della manifestazione. A guidare i “fascisti del terzo millennio” il loro leader Gianluca Iannone,",/antifa/article/3376/viterbo-aggressione-casapound-contro-il-direttore-del-futurista,2012-07-14,2012,7,14,07-14,-,Viterbo
249,1.07.12  - Napoli: attentato fascista al laboratorio occupato Insurgenzia," 1.07.12  - Napoli: attentato fascista al laboratorio occupato Insurgenzia 
Durante la notte il Laboratorio Insurgencia è stato vittima di un vile attentato dal chiaro metodo fascista. Quattro molotov sono state lanciate contro il centro sociale colpendo il pian terreno ed il primo piano della struttura. ",/antifa/article/3374/napoli-attentato-fascista-al-laboratorio-occupato-insurgenzia-,2012-07-01,2012,7,1,07-01,-,Napoli
250,25.06.12  - Bari: Attentato razzista al Socrate occupato," 25.06.12  - Bari: Attentato razzista al Socrate occupato
“Nella notte tra il 23 e 24 giugno abbiamo subito un vile attentato che per puro caso non ha assunto i connotati della “tragedia classica”.” ",/antifa/article/3373/bari-attentato-razzista-al-socrate-occupato,2012-06-25,2012,6,25,06-25,-,Bari
251," 7.06.12  - Ciampino: maxi rissa al concerto: «Raid dei fascisti, gridavano Duce Duce»"," 7.06.12  - Ciampino: maxi rissa al concerto: «Raid dei fascisti, gridavano Duce Duce»
Cinque feriti in ospedale per traumi facciali, contusioni ed escoriazioni. È il bilancio di una maxi-rissa scoppiata ieri sera durante il concerto dei Dropkick Murphys all’Orion di Ciampino. Per alcuni testimoni si è trattato di «un’aggressione fascista».",/antifa/article/3371/ciampino-maxi-rissa-al-concertoraid-dei-fascisti-gridavano-duce-duce187,2012-06-07,2012,6,7,06-07,-,Roma
252,6.06.12  - Aggressione fascista a Roma: Abbiamo gli occhi ben aperti!," 6.06.12  - Aggressione fascista a Roma: Abbiamo gli occhi ben aperti!
Fra la notte di sabato e domenica sera un militante del laboratorio Acrobax ha dovuto far fronte a due tentativi di aggressione da parte di soliti noti fascisti di zona.",/antifa/article/3471/aggressione-fascista-a-roma-abbiamo-gli-occhi-ben-aperti,2012-06-06,2012,6,6,06-06,Q220,Roma
